 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, rowcost
B major blues (5#), 3, 1, 3, 0, 2, 0, 4, 1, 3, 1, 1, 1, 1, 3, 3, 4, 0, 3, 3, 5, 5, 3, 3, 4, 0, 3, 3, 5, 4, 1, 3, 1, 3, 0, 2, 0, 4, 1, 1, 88
Bb minor blues (5b), 2, 0, 2, 0, 2, 0, 4, 1, 2, 1, 1, 1, 1, 4, 4, 5, 1, 4, 3, 6, 6, 4, 4, 5, 1, 4, 3, 6, 5, 1, 2, 0, 2, 0, 2, 0, 4, 1, 1, 95
G# minor blues (5#), 2, 1, 2, 0, 2, 1, 4, 0, 2, 0, 0, 0, 0, 3, 3, 3, 1, 4, 3, 8, 5, 3, 3, 3, 1, 4, 3, 8, 4, 0, 2, 1, 2, 0, 2, 1, 4, 0, 0, 85
Db dorian (5b), 2, 1, 2, 0, 2, 1, 4, 0, 2, 0, 0, 0, 0, 3, 3, 4, 1, 4, 3, 8, 6, 3, 3, 4, 1, 4, 3, 8, 4, 0, 2, 1, 2, 0, 2, 1, 4, 0, 0, 88
B dorian (5#), 1, 0, 1, 0, 1, 0, 3, 0, 1, 0, 0, 0, 0, 3, 3, 3, 1, 4, 3, 8, 4, 3, 3, 3, 1, 4, 3, 8, 4, 0, 1, 0, 1, 0, 1, 0, 3, 0, 0, 71
Db phrygian (5b), 1, 1, 1, 0, 2, 1, 4, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 2, 2, 6, 3, 1, 1, 1, 0, 2, 2, 6, 2, 0, 1, 1, 1, 0, 2, 1, 4, 0, 0, 52
B phrygian (5#), 1, 0, 1, 0, 1, 0, 3, 0, 1, 0, 0, 0, 0, 3, 3, 3, 1, 4, 3, 8, 4, 3, 3, 3, 1, 4, 3, 8, 4, 0, 1, 0, 1, 0, 1, 0, 3, 0, 0, 71
Db lydian (5b), 1, 1, 1, 0, 2, 1, 4, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 2, 2, 6, 3, 1, 1, 1, 0, 2, 2, 6, 2, 0, 1, 1, 1, 0, 2, 1, 4, 0, 0, 52
B lydian (5#), 2, 1, 2, 0, 1, 0, 3, 0, 2, 0, 0, 0, 0, 2, 2, 2, 0, 3, 3, 7, 3, 2, 2, 2, 0, 3, 3, 7, 3, 0, 2, 1, 2, 0, 1, 0, 3, 0, 0, 64
Db mixolydian (5b), 1, 1, 1, 0, 1, 1, 3, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 5, 4, 1, 1, 1, 0, 1, 1, 5, 1, 0, 1, 1, 1, 0, 1, 1, 3, 0, 0, 42
B mixolydian (5#), 1, 1, 2, 0, 2, 1, 4, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 2, 2, 6, 3, 1, 1, 1, 0, 2, 2, 6, 2, 0, 1, 1, 2, 0, 2, 1, 4, 0, 0, 54
Db aeolian (5b), 1, 0, 1, 0, 1, 0, 3, 0, 1, 0, 0, 0, 0, 3, 3, 3, 1, 4, 3, 8, 4, 3, 3, 3, 1, 4, 3, 8, 4, 0, 1, 0, 1, 0, 1, 0, 3, 0, 0, 71
B aeolian (5#), 1, 1, 1, 1, 3, 1, 5, 0, 1, 0, 0, 0, 1, 2, 2, 2, 0, 3, 3, 5, 4, 2, 2, 2, 0, 3, 3, 5, 3, 0, 1, 1, 1, 1, 3, 1, 5, 0, 0, 69
Db locrian (5b), 2, 0, 2, 1, 2, 0, 3, 0, 2, 0, 0, 0, 0, 3, 3, 4, 2, 3, 2, 5, 6, 3, 3, 4, 2, 3, 2, 5, 5, 1, 2, 0, 2, 1, 2, 0, 3, 0, 0, 78
B locrian (5#), 2, 0, 2, 1, 3, 0, 6, 1, 2, 1, 1, 1, 2, 5, 5, 5, 1, 5, 4, 4, 9, 5, 5, 5, 1, 5, 4, 4, 6, 1, 2, 0, 2, 1, 3, 0, 6, 1, 1, 112
Gb major (6b), 3, 0, 3, 2, 5, 0, 4, 1, 3, 1, 1, 1, 2, 4, 4, 4, 1, 2, 2, 2, 7, 4, 4, 4, 1, 2, 2, 2, 6, 2, 3, 0, 3, 2, 5, 0, 4, 1, 1, 98
F# major (6#), 2, 1, 2, 0, 1, 0, 3, 0, 2, 0, 0, 0, 0, 2, 2, 2, 0, 3, 3, 7, 3, 2, 2, 2, 0, 3, 3, 7, 3, 0, 2, 1, 2, 0, 1, 0, 3, 0, 0, 64
Eb minor (6b), 3, 1, 3, 0, 2, 0, 4, 1, 3, 1, 1, 1, 1, 3, 3, 4, 0, 3, 3, 5, 5, 3, 3, 4, 0, 3, 3, 5, 4, 1, 3, 1, 3, 0, 2, 0, 4, 1, 1, 88
D# minor (6#), 2, 0, 2, 0, 2, 0, 4, 1, 2, 1, 1, 1, 1, 4, 4, 5, 1, 4, 3, 6, 6, 4, 4, 5, 1, 4, 3, 6, 5, 1, 2, 0, 2, 0, 2, 0, 4, 1, 1, 95
Eb minor mel (6b), 2, 1, 2, 0, 2, 1, 4, 0, 2, 0, 0, 0, 0, 3, 3, 3, 1, 4, 3, 8, 5, 3, 3, 3, 1, 4, 3, 8, 4, 0, 2, 1, 2, 0, 2, 1, 4, 0, 0, 85
D# minor mel (6#), 2, 1, 2, 0, 2, 1, 4, 0, 2, 0, 0, 0, 0, 3, 3, 4, 1, 4, 3, 8, 6, 3, 3, 4, 1, 4, 3, 8, 4, 0, 2, 1, 2, 0, 2, 1, 4, 0, 0, 88
Gb major blues (6b), 1, 0, 1, 0, 1, 0, 3, 0, 1, 0, 0, 0, 0, 3, 3, 3, 1, 4, 3, 8, 4, 3, 3, 3, 1, 4, 3, 8, 4, 0, 1, 0, 1, 0, 1, 0, 3, 0, 0, 71
F# major blues (6#), 1, 1, 1, 0, 2, 1, 4, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 2, 2, 6, 3, 1, 1, 1, 0, 2, 2, 6, 2, 0, 1, 1, 1, 0, 2, 1, 4, 0, 0, 52
Eb minor blues (6b), 1, 0, 1, 0, 1, 0, 3, 0, 1, 0, 0, 0, 0, 3, 3, 3, 1, 4, 3, 8, 4, 3, 3, 3, 1, 4, 3, 8, 4, 0, 1, 0, 1, 0, 1, 0, 3, 0, 0, 71
D# minor blues (6#), 1, 1, 1, 0, 2, 1, 4, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 2, 2, 6, 3, 1, 1, 1, 0, 2, 2, 6, 2, 0, 1, 1, 1, 0, 2, 1, 4, 0, 0, 52
Gb dorian (6b), 2, 1, 2, 0, 1, 0, 3, 0, 2, 0, 0, 0, 0, 2, 2, 2, 0, 3, 3, 7, 3, 2, 2, 2, 0, 3, 3, 7, 3, 0, 2, 1, 2, 0, 1, 0, 3, 0, 0, 64
F# dorian (6#), 1, 1, 1, 0, 1, 1, 3, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 5, 4, 1, 1, 1, 0, 1, 1, 5, 1, 0, 1, 1, 1, 0, 1, 1, 3, 0, 0, 42
Gb phrygian (6b), 1, 1, 2, 0, 2, 1, 4, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 2, 2, 6, 3, 1, 1, 1, 0, 2, 2, 6, 2, 0, 1, 1, 2, 0, 2, 1, 4, 0, 0, 54
F# phrygian (6#), 1, 0, 1, 0, 1, 0, 3, 0, 1, 0, 0, 0, 0, 3, 3, 3, 1, 4, 3, 8, 4, 3, 3, 3, 1, 4, 3, 8, 4, 0, 1, 0, 1, 0, 1, 0, 3, 0, 0, 71
Gb lydian (6b), 7, 0, 4, 2, 6, 1, 6, 2, 7, 2, 2, 2, 2, 3, 3, 5, 2, 0, 0, 2, 11, 3, 3, 5, 2, 0, 0, 2, 9, 4, 7, 0, 4, 2, 6, 1, 6, 2, 2, 127
F# lydian (6#), 4, 0, 2, 1, 4, 1, 4, 1, 4, 1, 1, 1, 1, 2, 2, 3, 1, 0, 0, 2, 7, 2, 2, 3, 1, 0, 0, 2, 6, 2, 4, 0, 2, 1, 4, 1, 4, 1, 1, 78
Gb mixolydian (6b), 7, 0, 4, 3, 7, 0, 5, 2, 7, 2, 2, 2, 3, 5, 5, 6, 3, 2, 1, 2, 13, 5, 5, 6, 3, 2, 1, 2, 11, 4, 7, 0, 4, 3, 7, 0, 5, 2, 2, 150
F# mixolydian (6#), 4, 0, 2, 2, 5, 0, 3, 1, 4, 1, 1, 1, 2, 4, 4, 4, 2, 2, 1, 2, 9, 4, 4, 4, 2, 2, 1, 2, 8, 2, 4, 0, 2, 2, 5, 0, 3, 1, 1, 101
Gb aeolian (6b), 7, 0, 4, 3, 7, 0, 5, 2, 7, 2, 2, 2, 3, 4, 4, 5, 2, 1, 1, 1, 12, 4, 4, 5, 2, 1, 1, 1, 10, 4, 7, 0, 4, 3, 7, 0, 5, 2, 2, 136
F# aeolian (6#), 4, 0, 2, 2, 5, 0, 3, 1, 4, 1, 1, 1, 2, 3, 3, 3, 1, 1, 1, 1, 8, 3, 3, 3, 1, 1, 1, 1, 7, 2, 4, 0, 2, 2, 5, 0, 3, 1, 1, 87
Gb locrian (6b), 5, 0, 5, 3, 7, 0, 6, 2, 5, 2, 2, 2, 3, 6, 6, 7, 3, 3, 2, 3, 11, 6, 6, 7, 3, 3, 2, 3, 9, 4, 5, 0, 5, 3, 7, 0, 6, 2, 2, 156
F# locrian (6#), 3, 0, 3, 2, 5, 0, 4, 1, 3, 1, 1, 1, 2, 5, 5, 5, 2, 3, 2, 3, 8, 5, 5, 5, 2, 3, 2, 3, 7, 2, 3, 0, 3, 2, 5, 0, 4, 1, 1, 112
Cb major (7b), 7, 0, 4, 4, 7, 0, 7, 2, 7, 2, 2, 2, 4, 6, 6, 6, 3, 4, 3, 2, 17, 6, 6, 6, 3, 4, 3, 2, 12, 4, 7, 0, 4, 4, 7, 0, 7, 2, 2, 174
C# major (7#), 6, 0, 3, 1, 5, 1, 5, 2, 6, 2, 2, 2, 2, 2, 2, 2, 1, 0, 0, 2, 8, 2, 2, 2, 1, 0, 0, 2, 6, 3, 6, 0, 3, 1, 5, 1, 5, 2, 2, 97
Ab minor (7b), 5, 1, 3, 2, 3, 0, 3, 0, 5, 0, 0, 0, 1, 2, 2, 1, 2, 2, 1, 3, 9, 2, 2, 1, 2, 2, 1, 3, 6, 1, 5, 1, 3, 2, 3, 0, 3, 0, 0, 82
A# minor (7#), 5, 0, 4, 2, 5, 1, 4, 2, 5, 2, 2, 2, 2, 3, 3, 3, 2, 0, 0, 4, 10, 3, 3, 3, 2, 0, 0, 4, 5, 4, 5, 0, 4, 2, 5, 1, 4, 2, 2, 110
Ab minor mel (7b), 5, 1, 3, 2, 3, 0, 3, 0, 5, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 2, 8, 1, 1, 0, 1, 1, 1, 2, 5, 1, 5, 1, 3, 2, 3, 0, 3, 0, 0, 68
A# minor mel (7#), 3, 1, 5, 2, 3, 1, 2, 0, 3, 0, 0, 0, 0, 1, 1, 1, 2, 0, 0, 5, 8, 1, 1, 1, 2, 0, 0, 5, 3, 2, 3, 1, 5, 2, 3, 1, 2, 0, 0, 70
Cb major blues (7b), 7, 0, 5, 4, 7, 0, 9, 2, 7, 2, 2, 2, 4, 7, 7, 7, 3, 6, 5, 4, 17, 7, 7, 7, 3, 6, 5, 4, 12, 4, 7, 0, 5, 4, 7, 0, 9, 2, 2, 198
C# major blues (7#), 7, 0, 4, 2, 6, 1, 6, 2, 7, 2, 2, 2, 2, 3, 3, 5, 2, 0, 0, 2, 11, 3, 3, 5, 2, 0, 0, 2, 9, 4, 7, 0, 4, 2, 6, 1, 6, 2, 2, 127
Ab minor blues (7b), 4, 0, 2, 1, 4, 1, 4, 1, 4, 1, 1, 1, 1, 2, 2, 3, 1, 0, 0, 2, 7, 2, 2, 3, 1, 0, 0, 2, 6, 2, 4, 0, 2, 1, 4, 1, 4, 1, 1, 78
A# minor blues (7#), 7, 0, 4, 3, 7, 0, 5, 2, 7, 2, 2, 2, 3, 5, 5, 6, 3, 2, 1, 2, 13, 5, 5, 6, 3, 2, 1, 2, 11, 4, 7, 0, 4, 3, 7, 0, 5, 2, 2, 150
Cb dorian (7b), 4, 0, 2, 2, 5, 0, 3, 1, 4, 1, 1, 1, 2, 4, 4, 4, 2, 2, 1, 2, 9, 4, 4, 4, 2, 2, 1, 2, 8, 2, 4, 0, 2, 2, 5, 0, 3, 1, 1, 101
C# dorian (7#), 7, 0, 4, 3, 7, 0, 5, 2, 7, 2, 2, 2, 3, 4, 4, 5, 2, 1, 1, 1, 12, 4, 4, 5, 2, 1, 1, 1, 10, 4, 7, 0, 4, 3, 7, 0, 5, 2, 2, 136
Cb phrygian (7b), 4, 0, 2, 2, 5, 0, 3, 1, 4, 1, 1, 1, 2, 3, 3, 3, 1, 1, 1, 1, 8, 3, 3, 3, 1, 1, 1, 1, 7, 2, 4, 0, 2, 2, 5, 0, 3, 1, 1, 87
C# phrygian (7#), 5, 0, 5, 3, 7, 0, 6, 2, 5, 2, 2, 2, 3, 6, 6, 7, 3, 3, 2, 3, 11, 6, 6, 7, 3, 3, 2, 3, 9, 4, 5, 0, 5, 3, 7, 0, 6, 2, 2, 156
Cb lydian (7b), 3, 0, 3, 2, 5, 0, 4, 1, 3, 1, 1, 1, 2, 5, 5, 5, 2, 3, 2, 3, 8, 5, 5, 5, 2, 3, 2, 3, 7, 2, 3, 0, 3, 2, 5, 0, 4, 1, 1, 112
C# lydian (7#), 7, 0, 4, 4, 7, 0, 7, 2, 7, 2, 2, 2, 4, 6, 6, 6, 3, 4, 3, 2, 17, 6, 6, 6, 3, 4, 3, 2, 12, 4, 7, 0, 4, 4, 7, 0, 7, 2, 2, 174
Cb mixolydian (7b), 6, 0, 3, 1, 5, 1, 5, 2, 6, 2, 2, 2, 2, 2, 2, 2, 1, 0, 0, 2, 8, 2, 2, 2, 1, 0, 0, 2, 6, 3, 6, 0, 3, 1, 5, 1, 5, 2, 2, 97
C# mixolydian (7#), 5, 1, 3, 2, 3, 0, 3, 0, 5, 0, 0, 0, 1, 2, 2, 1, 2, 2, 1, 3, 9, 2, 2, 1, 2, 2, 1, 3, 6, 1, 5, 1, 3, 2, 3, 0, 3, 0, 0, 82
Cb aeolian (7b), 5, 0, 4, 2, 5, 1, 4, 2, 5, 2, 2, 2, 2, 3, 3, 3, 2, 0, 0, 4, 10, 3, 3, 3, 2, 0, 0, 4, 5, 4, 5, 0, 4, 2, 5, 1, 4, 2, 2, 110
C# aeolian (7#), 5, 1, 3, 2, 3, 0, 3, 0, 5, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 2, 8, 1, 1, 0, 1, 1, 1, 2, 5, 1, 5, 1, 3, 2, 3, 0, 3, 0, 0, 68
Cb locrian (7b), 3, 0, 3, 2, 5, 0, 9, 2, 3, 2, 2, 2, 4, 7, 7, 7, 1, 6, 5, 4, 13, 7, 7, 7, 1, 6, 5, 4, 8, 2, 3, 0, 3, 2, 5, 0, 9, 2, 2, 160
C# locrian (7#), 7, 0, 5, 4, 7, 0, 9, 2, 7, 2, 2, 2, 4, 7, 7, 7, 3, 6, 5, 4, 17, 7, 7, 7, 3, 6, 5, 4, 12, 4, 7, 0, 5, 4, 7, 0, 9, 2, 2, 198
